Country,Country_Code,Year,Arrivals_in_Thousands,Departures_in_Thousands,Expenditures_in_USD_Millions,Receipts_in_USD_Millions
Vietnam,VNM,2015,7944.0,,7350.0,3595.0
Vanuatu,VUT,2015,90.0,27.0,254.0,34.0
World,WLD,2015,1206215.7444233901,1397711.35488687,1402811.74208208,1352434.4304140501
Samoa,WSM,2015,128.0,54.0,142.4,2.9
Kosovo,XKX,2015,,,,
"Yemen, Rep.",YEM,2015,366.7,,116.0,79.0
South Africa,ZAF,2015,8904.0,,9140.0,5735.0
Zambia,ZMB,2015,932.0,,660.0,400.0
Zimbabwe,ZWE,2015,2057.0,3393.0,191.0,557.0
Aruba,ABW,2016,1102.0,,1632.0,332.0
Afghanistan,AFG,2016,,,69.0,89.0
Angola,AGO,2016,397.0,,628.0,823.0
Albania,ALB,2016,4070.0,4852.0,1820.0,1338.0
Andorra,AND,2016,2831.0,,,
Arab World,ARB,2016,76363.4078047334,,84923.42955696271,88388.4693756472
United Arab Emirates,ARE,2016,,,19496.0,17127.0
Argentina,ARG,2016,6655.0,10446.0,5186.0,11729.0
Armenia,ARM,2016,1260.0,1263.0,988.0,1119.0
American Samoa,ASM,2016,20.1,,22.0,
Antigua and Barbuda,ATG,2016,265.0,,804.0,101.0
Australia,AUS,2016,8269.0,10380.0,36786.0,32923.0
Austria,AUT,2016,28121.0,11534.0,20971.0,11632.0
Azerbaijan,AZE,2016,2044.0,4282.0,2855.0,2593.0
Burundi,BDI,2016,187.0,,1.9,28.0
Belgium,BEL,2016,7481.0,13372.0,12697.0,21519.0
Benin,BEN,2016,267.0,,129.0,87.0
Burkina Faso,BFA,2016,152.0,,172.0,176.0
Bangladesh,BGD,2016,,,214.3,843.0
Bulgaria,BGR,2016,8252.0,5392.0,4164.0,1636.0
Bahrain,BHR,2016,10158.0,,4021.0,1921.0
"Bahamas, The",BHS,2016,1499.0,,2608.0,440.0
Bosnia and Herzegovina,BIH,2016,778.0,,773.0,206.0
Belarus,BLR,2016,10935.4,467.0,1019.0,891.0
Belize,BLZ,2016,386.0,,391.0,55.0
Bermuda,BMU,2016,244.0,,441.0,373.0
Bolivia,BOL,2016,959.0,1048.0,827.0,960.0
Brazil,BRA,2016,6547.0,8592.0,6613.0,17068.0
Barbados,BRB,2016,632.0,,1040.0,
Brunei Darussalam,BRN,2016,219.0,,144.0,499.0
Bhutan,BTN,2016,210.0,,139.0,52.0
Botswana,BWA,2016,1574.0,,580.0,254.1
Central African Republic,CAF,2016,,,,
Canada,CAN,2016,19971.0,31278.0,18088.0,28751.0
Central Europe and the Baltics,CEB,2016,76657.0,103736.0,52787.0,28315.0
Switzerland,CHE,2016,9205.0,13857.0,19217.0,18846.0
Channel Islands,CHI,2016,,,,
Chile,CHL,2016,5641.0,3553.0,3723.0,2733.0
China,CHN,2016,59270.0,135130.0,44432.0,250112.0
Cote d'Ivoire,CIV,2016,1583.0,,477.0,491.0
Cameroon,CMR,2016,994.0,,508.0,818.0
"Congo, Dem. Rep.",COD,2016,351.0,424.0,4.3,60.0
"Congo, Rep.",COG,2016,224.0,,42.9,457.0
Colombia,COL,2016,3317.0,3795.0,5584.0,4825.0
Comoros,COM,2016,26.8,,,
Cabo Verde,CPV,2016,598.0,,401.0,75.0
Costa Rica,CRI,2016,2925.0,1036.0,3776.0,1040.0
Caribbean small states,CSS,2016,6651.05700712589,,10227.3,1799.2817502668101
Cuba,CUB,2016,3975.0,894.0,3069.0,
Curacao,CUW,2016,441.0,,644.0,428.0
Cayman Islands,CYM,2016,385.0,,657.0,166.0
Cyprus,CYP,2016,3187.0,1268.0,2757.0,1604.0
Czech Republic,CZE,2016,9321.0,6027.0,7041.0,4963.0
Germany,DEU,2016,35555.0,90966.0,52175.0,87395.0
Djibouti,DJI,2016,,,33.5,35.1
Dominica,DMA,2016,78.0,,198.0,30.0
Denmark,DNK,2016,10781.0,9651.0,7046.0,9159.0
Dominican Republic,DOM,2016,5959.3,500.0,6720.0,882.0
Algeria,DZA,2016,2039.0,4530.0,246.0,556.0
East Asia & Pacific (excluding high income),EAP,2016,161116.62226866698,186149.64628508702,151143.445420411,301534.91037975106
Early-demographic dividend,EAR,2016,219810.081816809,191888.654982884,186205.26358391898,146898.081635798
East Asia & Pacific,EAS,2016,283769.51064971695,378915.81533245597,357708.27726954,462973.29081887
Europe & Central Asia (excluding high income),ECA,2016,129085.28007142601,132977.785410944,63581.8550205991,55637.0996546072
Europe & Central Asia,ECS,2016,615979.433539156,594422.091447345,545481.890772959,488197.698517709
Ecuador,ECU,2016,1418.0,1551.0,1450.0,1034.0
"Egypt, Arab Rep.",EGY,2016,5258.0,,3306.0,4351.0
Euro area,EMU,2016,366887.0,251642.11219757798,336365.0,266614.0
Eritrea,ERI,2016,142.0,,48.0,
Spain,ESP,2016,75315.0,15405.0,60605.0,19284.0
Estonia,EST,2016,3131.0,1339.0,1942.0,1299.0
Ethiopia,ETH,2016,871.0,,2138.0,461.0
European Union,EUU,2016,484642.0,443469.021562963,460798.0,399799.0
Fragile and conflict affected situations,FCS,2016,,,,16877.558479978998
Finland,FIN,2016,2789.0,9125.0,4099.0,6176.0
Fiji,FJI,2016,792.0,156.0,1049.0,119.0
France,FRA,2016,82682.0,26483.0,62965.0,48760.0
Faroe Islands,FRO,2016,,,,
"Micronesia, Fed. Sts.",FSM,2016,29.6,,,
Gabon,GAB,2016,,,,
United Kingdom,GBR,2016,35814.0,70815.0,61894.0,87754.0
Georgia,GEO,2016,5393.0,3400.0,2315.0,706.0
Ghana,GHA,2016,,,952.0,1571.0
Gibraltar,GIB,2016,,,,
Guinea,GIN,2016,60.0,,16.6,16.3
"Gambia, The",GMB,2016,161.0,,120.0,76.2
Guinea-Bissau,GNB,2016,,,11.5,33.0
Equatorial Guinea,GNQ,2016,,,,
Greece,GRC,2016,24799.0,7235.0,16533.0,3415.0
Grenada,GRD,2016,156.0,,437.0,34.0
Greenland,GRL,2016,,,,
Guatemala,GTM,2016,1906.0,1195.0,1550.0,989.0
Guam,GUM,2016,1536.0,,,
Guyana,GUY,2016,235.0,,104.0,103.0
High income,HIC,2016,768611.252037833,774511.6813491121,1042398.1371095501,866857.946324761
"Hong Kong SAR, China",HKG,2016,26553.0,91758.0,37654.0,24141.0
Honduras,HND,2016,838.0,654.0,700.0,482.0
Heavily indebted poor countries (HIPC),HPC,2016,21751.255290116394,,15902.007572840901,10837.741466826901
Croatia,HRV,2016,13809.0,1615.0,9820.0,954.0
Haiti,HTI,2016,445.0,,511.0,503.0
Hungary,HUN,2016,5302.0,18895.0,7480.0,2739.0
IBRD only,IBD,2016,453883.579777104,461097.90446373704,375991.46740344,486313.17889246
IDA & IBRD total,IBT,2016,513678.47776157805,596636.0971504219,412588.23911074,513772.52769327204
IDA total,IDA,2016,58061.7292462813,,37657.4604190844,26300.7721910874
IDA blend,IDB,2016,10557.174437782402,,8116.9981019773795,11555.439950988199
Indonesia,IDN,2016,11519.0,8340.0,12566.0,9932.0
IDA only,IDX,2016,,,,15027.0117147322
Isle of Man,IMN,2016,,,,
India,IND,2016,14570.0,21872.0,23111.0,19184.0
Not classified,INX,2016,,,,
Ireland,IRL,2016,10100.0,7646.0,11427.0,6216.0
"Iran, Islamic Rep.",IRN,2016,4942.0,9007.0,3914.0,9893.0
Iraq,IRQ,2016,,,2479.0,5027.0
Iceland,ISL,2016,1792.0,536.0,2411.0,1268.0
Israel,ISR,2016,2900.0,6781.0,6587.0,8210.0
Italy,ITA,2016,52372.0,29067.0,40373.0,24982.0
Jamaica,JAM,2016,2182.0,,2539.0,424.0
Jordan,JOR,2016,3567.0,1511.0,4943.0,1367.0
Japan,JPN,2016,24040.0,17116.0,33428.0,25783.0
Kazakhstan,KAZ,2016,6509.0,,1716.0,1769.0
Kenya,KEN,2016,1268.0,,1471.0,145.0
Kyrgyz Republic,KGZ,2016,3853.0,4185.0,477.0,582.0
Cambodia,KHM,2016,5012.0,1434.0,3523.0,762.0
Kiribati,KIR,2016,5.7,,3.4,8.8
St. Kitts and Nevis,KNA,2016,,,327.0,51.0
"Korea, Rep.",KOR,2016,17242.0,22383.0,21174.0,29817.0
Kuwait,KWT,2016,,,831.0,13232.0
Latin America & Caribbean (excluding high income),LAC,2016,82334.3,60061.4190599385,68353.3,60966.513637677395
Lao PDR,LAO,2016,3315.0,3059.0,717.0,912.1
Lebanon,LBN,2016,1688.0,,7373.0,5252.0
Liberia,LBR,2016,,,,
Libya,LBY,2016,,,,813.0
St. Lucia,LCA,2016,348.0,,776.0,77.0
Latin America & Caribbean,LCN,2016,103595.962026576,67732.6033083368,95963.38021067179,68937.145467394
Least developed countries: UN classification,LDC,2016,29344.057734942893,,21384.4127439161,10684.3400363282
Low income,LIC,2016,,,,6707.52986192974
Liechtenstein,LIE,2016,60.0,,,
Sri Lanka,LKA,2016,2051.0,1448.0,4591.0,2295.0
Lower middle income,LMC,2016,115140.200370431,126741.665111658,86416.629376873,80775.2852369261
Low & middle income,LMY,2016,476468.28196301503,532335.669667754,379295.9743559,501159.80268947495
Lesotho,LSO,2016,1196.0,,48.0,178.0
Late-demographic dividend,LTE,2016,295984.54583754804,338677.35155947,284801.698170945,427749.87867233204
Lithuania,LTU,2016,2296.0,1953.0,1405.0,1218.0
Luxembourg,LUX,2016,1054.0,1588.0,4764.0,2912.0
Latvia,LVA,2016,1793.0,1939.0,1282.0,880.0
"Macao SAR, China",MAC,2016,15703.6,1251.0,31030.0,1306.0
St. Martin (French part),MAF,2016,,,,
Morocco,MAR,2016,10332.0,1864.0,7921.0,2309.0
Monaco,MCO,2016,336.0,,,
Moldova,MDA,2016,121.0,177.0,343.0,333.0
Madagascar,MDG,2016,293.0,,913.0,300.0
Maldives,MDV,2016,1286.0,,2640.0,347.0
Middle East & North Africa,MEA,2016,82579.31596277149,,95621.2933900489,106287.537233429
Mexico,MEX,2016,35079.0,20223.0,20619.0,12823.0
Marshall Islands,MHL,2016,5.4,,30.4,27.0
Middle income,MIC,2016,452807.547562854,475431.507818749,366717.11346812104,493427.75390848
North Macedonia,MKD,2016,510.0,,283.0,204.0
Mali,MLI,2016,173.2,,,
Malta,MLT,2016,1966.0,497.0,1451.0,408.0
Myanmar,MMR,2016,2907.0,,2289.0,201.0
Middle East & North Africa (excluding high income),MNA,2016,40435.1946037831,,33928.7517504688,31258.8977799631
Montenegro,MNE,2016,1662.0,,978.0,91.0
Mongolia,MNG,2016,404.0,,379.0,536.0
Northern Mariana Islands,MNP,2016,526.0,,,
Mozambique,MOZ,2016,1639.0,,114.0,290.0
Mauritania,MRT,2016,,,33.0,74.0
Mauritius,MUS,2016,1275.0,260.0,1824.0,683.0
Malawi,MWI,2016,849.0,,30.0,101.0
Malaysia,MYS,2016,26757.0,,18085.0,10472.0
North America,NAC,2016,96622.0,111525.14908168798,264701.0,190061.0
Namibia,NAM,2016,1469.0,,378.0,82.0
New Caledonia,NCL,2016,116.0,134.0,248.0,252.0
Niger,NER,2016,152.0,,84.0,111.0
Nigeria,NGA,2016,1889.0,,1087.0,4520.0
Nicaragua,NIC,2016,1504.0,981.0,642.0,310.0
Netherlands,NLD,2016,15828.0,17938.0,18306.0,20461.0
Norway,NOR,2016,5960.0,8030.0,6285.0,16384.0
Nepal,NPL,2016,753.0,,498.0,634.0
Nauru,NRU,2016,,,,
New Zealand,NZL,2016,3370.0,2611.0,9763.0,3974.0
OECD members,OED,2016,687370.0,639885.141649547,891475.0,740207.0
Oman,OMN,2016,2335.0,4167.0,2390.0,2643.0
Other small states,OSS,2016,38021.581038304,,,24824.9563076333
Pakistan,PAK,2016,,,791.0,2962.0
Panama,PAN,2016,1921.0,770.0,6455.0,1129.0
Peru,PER,2016,3744.0,2751.0,4303.0,2687.0
Philippines,PHL,2016,5967.0,5703.0,6289.0,11681.0
Palau,PLW,2016,138.0,,148.0,23.8
Papua New Guinea,PNG,2016,179.0,,1.6,126.0
Poland,POL,2016,17471.0,44500.0,12052.0,8617.0
Pre-demographic dividend,PRE,2016,18861.5157348185,,15669.1521041938,17563.1922903824
Puerto Rico,PRI,2016,3736.0,789.0,3985.0,1013.0
"Korea, Dem. People’s Rep.",PRK,2016,,,,
Portugal,PRT,2016,13359.0,1941.0,17184.0,4908.0
Paraguay,PRY,2016,1308.0,1503.0,356.0,512.0
West Bank and Gaza,PSE,2016,400.0,,235.0,625.0
Pacific island small states,PSS,2016,1290.30256112863,,1807.55928502518,361.162623248537
Post-demographic dividend,PST,2016,686263.0,682469.758396896,913334.0,751464.8514829499
French Polynesia,PYF,2016,192.0,48.0,782.0,226.0
Qatar,QAT,2016,2938.2,,12593.0,13152.0
Romania,ROU,2016,10223.0,16128.0,2172.0,2464.0
Russian Federation,RUS,2016,24571.0,31659.0,12820.0,27653.0
Rwanda,RWA,2016,932.0,,470.0,309.0
South Asia,SAS,2016,21294.137679558502,30194.692247700797,32053.3,26406.0
Saudi Arabia,SAU,2016,18044.0,21207.0,13438.0,17671.0
Sudan,SDN,2016,800.0,,1009.0,203.0
Senegal,SEN,2016,1210.0,,,
Singapore,SGP,2016,12914.0,9474.0,18945.0,23838.0
Solomon Islands,SLB,2016,23.2,,71.0,74.9
Sierra Leone,SLE,2016,55.0,92.0,41.0,37.0
El Salvador,SLV,2016,1434.0,1804.0,1161.0,451.0
San Marino,SMR,2016,60.0,,,
Somalia,SOM,2016,,,,
Serbia,SRB,2016,1281.0,,1460.0,1351.0
Sub-Saharan Africa (excluding high income),SSA,2016,40381.6789157638,,29669.9549388661,21953.606996350103
South Sudan,SSD,2016,,,23.5,144.0
Sub-Saharan Africa,SSF,2016,40698.32252823,,30211.8876641151,22048.3438274397
Small states,SST,2016,45654.40713210271,,,26630.2533757134
Sao Tome and Principe,STP,2016,29.0,,69.1,20.6
Suriname,SUR,2016,256.0,,74.0,112.0
Slovak Republic,SVK,2016,2027.0,3095.0,2802.0,2419.0
Slovenia,SVN,2016,3032.0,2853.0,2627.0,1126.0
Sweden,SWE,2016,6782.0,,12764.0,14899.0
Eswatini,SWZ,2016,947.0,1789.0,13.2,33.0
Sint Maarten (Dutch part),SXM,2016,528.0,,871.0,114.0
Seychelles,SYC,2016,303.0,68.0,505.0,92.0
Syrian Arab Republic,SYR,2016,,,,
Turks and Caicos Islands,TCA,2016,454.0,,721.0,6.7
Chad,TCD,2016,98.0,56.0,,
East Asia & Pacific (IDA & IBRD countries),TEA,2016,159224.453791186,183823.934603881,151100.793715502,300986.72438251
Europe & Central Asia (IDA & IBRD countries),TEC,2016,160592.487430904,184597.66548756103,85522.0524338031,65102.4822981996
Togo,TGO,2016,338.0,,223.0,55.0
Thailand,THA,2016,32530.0,8204.0,52465.0,11267.0
Tajikistan,TJK,2016,344.0,22.0,149.6,24.6
Turkmenistan,TKM,2016,,,,
Latin America & the Caribbean (IDA & IBRD countries),TLA,2016,89764.19487866071,65741.64011142521,79483.3,65467.0
Timor-Leste,TLS,2016,66.0,,58.0,118.0
Middle East & North Africa (IDA & IBRD countries),TMN,2016,40038.774354631794,,33707.8875700592,30614.3701290587
Tonga,TON,2016,59.1,,52.7,23.8
South Asia (IDA & IBRD),TSA,2016,21294.137679558502,30194.692247700797,32053.3,26406.0
Sub-Saharan Africa (IDA & IBRD countries),TSS,2016,40698.32252823,,30211.8876641151,22048.3438274397
Trinidad and Tobago,TTO,2016,409.0,,708.0,230.0
Tunisia,TUN,2016,5724.0,1830.0,1706.0,823.0
Turkey,TUR,2016,30289.0,7892.0,26788.0,5025.0
Tuvalu,TUV,2016,2.5,,,
Tanzania,TZA,2016,1233.0,,2157.0,1009.0
Uganda,UGA,2016,1323.0,568.0,1069.0,290.0
Ukraine,UKR,2016,13333.0,24668.0,1723.0,6306.0
Upper middle income,UMC,2016,338235.30533810897,321334.979258141,280260.58162358,412795.78414799704
Uruguay,URY,2016,3037.0,1715.0,2182.0,1139.0
United States,USA,2016,76407.0,80226.0,246172.0,160937.0
Uzbekistan,UZB,2016,2027.0,,,
St. Vincent and the Grenadines,VCT,2016,79.0,,221.3,34.0
"Venezuela, RB",VEN,2016,601.0,1530.0,546.0,2920.0
British Virgin Islands,VGB,2016,408.0,,,
Virgin Islands (U.S.),VIR,2016,667.0,,1343.0,
Vietnam,VNM,2016,10013.0,,8500.0,4500.0
Vanuatu,VUT,2016,95.1,25.0,,
World,WLD,2016,1250467.51725538,1475136.0541881402,1422150.36623378,1366098.39455376
Samoa,WSM,2016,134.0,,148.7,2.1
Kosovo,XKX,2016,,,,
"Yemen, Rep.",YEM,2016,,,116.0,56.0
South Africa,ZAF,2016,10044.0,,8807.0,5354.0
Zambia,ZMB,2016,956.0,,683.0,423.0
Zimbabwe,ZWE,2016,2168.0,3192.0,194.0,406.0
Aruba,ABW,2017,1070.5,,1733.0,362.0
Afghanistan,AFG,2017,,,19.0,132.0
Angola,AGO,2017,261.0,,884.0,1216.0
Albania,ALB,2017,4643.0,5186.0,2049.0,1472.0
Andorra,AND,2017,,,,
Arab World,ARB,2017,82214.5986317869,,99836.32294940841,89093.2638920361
United Arab Emirates,ARE,2017,,,21048.0,17645.0
Argentina,ARG,2017,6720.0,12258.0,5514.0,13516.0
Armenia,ARM,2017,1495.0,1482.0,1140.0,1325.0
American Samoa,ASM,2017,20.0,,22.0,
Antigua and Barbuda,ATG,2017,247.0,,774.0,106.0
Australia,AUS,2017,8815.0,10932.0,43982.0,39491.0
Austria,AUT,2017,29460.0,11491.0,22408.0,12878.0
Azerbaijan,AZE,2017,2454.0,4109.0,3214.0,2803.0
Burundi,BDI,2017,299.0,,3.0,24.0
Belgium,BEL,2017,8385.0,12153.0,13750.0,22995.0
Benin,BEN,2017,281.0,,,
Burkina Faso,BFA,2017,143.0,,,
Bangladesh,BGD,2017,,,344.0,1118.0
Bulgaria,BGR,2017,8883.0,6228.0,4678.0,2047.0
Bahrain,BHR,2017,11370.0,,3836.0,1823.0
"Bahamas, The",BHS,2017,1439.0,,2598.0,554.0
Bosnia and Herzegovina,BIH,2017,923.0,,894.0,257.0
Belarus,BLR,2017,11060.2,706.0,1134.0,1082.0
Belize,BLZ,2017,427.0,,427.0,53.0
Bermuda,BMU,2017,270.0,,513.0,369.0
Bolivia,BOL,2017,1134.0,1105.0,919.0,1017.0
Brazil,BRA,2017,6589.0,9458.0,6175.0,22991.0
Barbados,BRB,2017,664.0,,1064.0,
Brunei Darussalam,BRN,2017,259.0,,177.0,504.0
Bhutan,BTN,2017,255.0,,105.0,61.0
Botswana,BWA,2017,,,704.6,276.3
Central African Republic,CAF,2017,,,,
Canada,CAN,2017,20798.0,33060.0,20404.0,31816.0
Central Europe and the Baltics,CEB,2017,82935.0,114125.0,59794.0,32996.0
Switzerland,CHE,2017,9889.0,15318.0,20134.0,19494.0
Channel Islands,CHI,2017,,,,
Chile,CHL,2017,6450.0,3620.0,4604.0,2982.0
China,CHN,2017,60740.0,143035.0,32617.0,257733.0
Cote d'Ivoire,CIV,2017,1800.0,,,
Cameroon,CMR,2017,,,543.0,845.0
"Congo, Dem. Rep.",COD,2017,,,6.0,68.0
"Congo, Rep.",COG,2017,206.0,,,
Colombia,COL,2017,4113.0,4017.0,5801.0,5136.0
Comoros,COM,2017,28.0,,,
Cabo Verde,CPV,2017,668.0,,462.0,90.0
Costa Rica,CRI,2017,2960.0,1150.0,3827.0,1129.0
Caribbean small states,CSS,2017,6882.44243863816,,10633.5309059299,1878.5951775455699
Cuba,CUB,2017,4594.0,,3302.0,
Curacao,CUW,2017,399.0,,572.0,457.0
Cayman Islands,CYM,2017,418.0,,,
Cyprus,CYP,2017,3652.0,1407.0,3128.0,1781.0
Czech Republic,CZE,2017,10160.0,6775.0,7693.0,5518.0
Germany,DEU,2017,37452.0,92402.0,56173.0,97597.0
Djibouti,DJI,2017,,,35.1,39.7
Dominica,DMA,2017,72.0,,182.0,26.0
Denmark,DNK,2017,11743.0,8102.0,7969.0,9640.0
Dominican Republic,DOM,2017,6188.0,522.0,7178.0,941.0
Algeria,DZA,2017,2451.0,5058.0,172.0,632.0
East Asia & Pacific (excluding high income),EAP,2017,172302.112166812,197465.213086668,154114.986075754,312719.727452701
Early-demographic dividend,EAR,2017,244924.366683027,201929.315619423,215754.423199285,158084.251794387
East Asia & Pacific,EAS,2017,300572.493616632,397924.818383815,372953.582475116,480273.622982475
Europe & Central Asia (excluding high income),ECA,2017,144452.107506495,154362.61382534,75027.7544574238,68612.3874942879
Europe & Central Asia,ECS,2017,669544.120128371,635516.745521871,594539.0631835079,516382.423262234
Ecuador,ECU,2017,1608.0,1547.0,1663.0,1087.0
"Egypt, Arab Rep.",EGY,2017,8157.0,,8636.0,2419.0
Euro area,EMU,2017,396702.0,262760.348112161,375582.0,290837.0
Eritrea,ERI,2017,,,,
Spain,ESP,2017,81786.0,17031.0,68437.0,22321.0
Estonia,EST,2017,3245.0,1279.0,2144.0,1398.0
Ethiopia,ETH,2017,933.0,,2503.0,363.5
European Union,EUU,2017,522620.0,466939.162771455,498264.0,414979.0
Fragile and conflict affected situations,FCS,2017,,,,
Finland,FIN,2017,3180.0,9330.0,5204.0,6675.0
Fiji,FJI,2017,843.0,169.0,1188.0,138.0
France,FRA,2017,86861.0,29055.0,69894.0,50329.0
Faroe Islands,FRO,2017,,,,
"Micronesia, Fed. Sts.",FSM,2017,,,,
Gabon,GAB,2017,,,,
United Kingdom,GBR,2017,37651.0,74189.0,51474.0,71671.0
Georgia,GEO,2017,6483.0,3851.0,2971.0,853.0
Ghana,GHA,2017,,,919.0,1581.0
Gibraltar,GIB,2017,,,,
Guinea,GIN,2017,,,16.6,15.8
"Gambia, The",GMB,2017,162.0,,116.0,45.5
Guinea-Bissau,GNB,2017,,,,
Equatorial Guinea,GNQ,2017,,,,
Greece,GRC,2017,27194.0,7685.0,18820.0,3308.0
Grenada,GRD,2017,168.0,,499.0,35.0
Greenland,GRL,2017,,,,
Guatemala,GTM,2017,2113.0,1328.0,1566.0,1010.0
Guam,GUM,2017,1544.0,,,
Guyana,GUY,2017,247.0,,,
High income,HIC,2017,814739.87089352,812733.290205012,1109358.41525765,907292.0742527759
"Hong Kong SAR, China",HKG,2017,27884.0,91304.0,38039.0,25388.0
Honduras,HND,2017,851.0,,722.0,517.0
Heavily indebted poor countries (HIPC),HPC,2017,23381.9739088578,,16744.380102338302,10597.4651195143
Croatia,HRV,2017,15593.0,1923.0,11128.0,1399.0
Haiti,HTI,2017,467.0,,460.0,485.0
Hungary,HUN,2017,5650.0,20297.0,8453.0,2975.0
IBRD only,IBD,2017,495687.90835921606,500626.02002270904,413411.790491375,526161.631593945
IDA & IBRD total,IBT,2017,561583.020615281,646462.047358723,454494.41526820295,558740.669017466
IDA total,IDA,2017,,,,31743.4696759439
IDA blend,IDB,2017,12147.9120916924,,10347.329182873002,16274.6847582243
Indonesia,IDN,2017,14040.0,8856.0,14117.0,10945.0
IDA only,IDX,2017,,,,15400.3307597547
Isle of Man,IMN,2017,,,,
India,IND,2017,15543.0,23943.0,27878.0,21856.0
Not classified,INX,2017,,,,
Ireland,IRL,2017,10338.0,8171.0,14283.0,6612.0
"Iran, Islamic Rep.",IRN,2017,4867.0,10543.0,,
Iraq,IRQ,2017,,,,
Iceland,ISL,2017,2225.0,619.0,3024.0,1664.0
Israel,ISR,2017,3613.0,7597.0,7572.0,8985.0
Italy,ITA,2017,58253.0,31805.0,44548.0,27883.0
Jamaica,JAM,2017,2353.0,,2809.0,471.0
Jordan,JOR,2017,3843.5,1592.0,5549.0,1496.0
Japan,JPN,2017,28691.0,17889.0,36979.0,18177.0
Kazakhstan,KAZ,2017,7701.0,,1990.0,1886.0
Kenya,KEN,2017,1364.0,,1564.0,262.0
Kyrgyz Republic,KGZ,2017,4568.0,4446.0,480.0,422.0
Cambodia,KHM,2017,5602.0,1752.0,4023.0,919.0
Kiribati,KIR,2017,5.8,,,
St. Kitts and Nevis,KNA,2017,,,354.0,53.0
"Korea, Rep.",KOR,2017,13336.0,26496.0,16999.0,33354.0
Kuwait,KWT,2017,,,643.0,13722.0
Latin America & Caribbean (excluding high income),LAC,2017,90021.0,62014.43017571421,72318.10296278019,71122.0789471904
Lao PDR,LAO,2017,3257.0,3049.0,768.0,989.0
Lebanon,LBN,2017,1857.0,,8087.0,5705.0
Liberia,LBR,2017,,,,
Libya,LBY,2017,,,,
St. Lucia,LCA,2017,386.0,,801.0,80.0
Latin America & Caribbean,LCN,2017,112443.195839289,70008.3389216723,101816.607684191,79660.1810942022
Least developed countries: UN classification,LDC,2017,31310.476454938398,,23182.863881980702,11550.6634593531
Low income,LIC,2017,,,,
Liechtenstein,LIE,2017,69.0,,,
Sri Lanka,LKA,2017,2116.4,1439.0,5083.0,2409.0
Lower middle income,LMC,2017,132932.924177357,134621.517151433,105547.96541217,91304.3947081816
Low & middle income,LMY,2017,521304.691646066,579076.751981851,416134.20013674704,544614.954195762
Lesotho,LSO,2017,1137.0,,23.0,193.0
Late-demographic dividend,LTE,2017,315331.263398628,369509.811677116,304416.03095030703,457901.56963806105
Lithuania,LTU,2017,2523.0,2032.0,1587.0,1312.0
Luxembourg,LUX,2017,1046.0,1802.0,4980.0,3033.0
Latvia,LVA,2017,1949.0,2055.0,1082.0,814.0
"Macao SAR, China",MAC,2017,17255.0,1391.0,35726.0,1244.0
St. Martin (French part),MAF,2017,,,,
Morocco,MAR,2017,11349.0,1849.0,9086.0,2829.0
Monaco,MCO,2017,355.0,,,
Moldova,MDA,2017,145.0,229.0,439.0,381.0
Madagascar,MDG,2017,255.0,,849.0,319.0
Maldives,MDV,2017,1390.0,,2886.0,365.0
Middle East & North Africa,MEA,2017,89185.09465159549,,112457.48038939801,108272.20429465
Mexico,MEX,2017,39291.0,19067.0,22467.0,13648.0
Marshall Islands,MHL,2017,6.0,,,
Middle income,MIC,2017,495763.064286955,517178.61015590304,402506.838170187,536561.303746256
North Macedonia,MKD,2017,631.0,,331.0,233.0
Mali,MLI,2017,193.3,,,
Malta,MLT,2017,2274.0,573.0,1746.0,472.0
Myanmar,MMR,2017,3443.0,,2279.0,136.0
Middle East & North Africa (excluding high income),MNA,2017,47735.5635382128,,44212.1391364493,
Montenegro,MNE,2017,1877.0,,1109.0,91.0
Mongolia,MNG,2017,469.0,,462.0,618.0
Northern Mariana Islands,MNP,2017,656.0,,,
Mozambique,MOZ,2017,1447.0,,164.0,237.0
Mauritania,MRT,2017,,,24.0,61.0
Mauritius,MUS,2017,1342.0,283.0,2005.0,738.0
Malawi,MWI,2017,837.0,,35.0,120.0
Malaysia,MYS,2017,25948.0,,18352.0,10699.0
North America,NAC,2017,98009.0,120785.90524601699,272278.0,206104.0
Namibia,NAM,2017,1499.0,,393.0,79.0
New Caledonia,NCL,2017,121.0,135.0,,
Niger,NER,2017,164.0,,,
Nigeria,NGA,2017,,,2611.0,8181.0
Nicaragua,NIC,2017,1787.0,982.0,841.0,364.0
Netherlands,NLD,2017,17924.0,,20352.0,22044.0
Norway,NOR,2017,6252.0,8170.0,6515.0,17800.0
Nepal,NPL,2017,940.0,1197.0,712.0,889.0
Nauru,NRU,2017,,,,
New Zealand,NZL,2017,3555.0,2853.0,10583.0,4445.0
OECD members,OED,2017,738749.0,675432.4803808861,951079.0,776008.0
Oman,OMN,2017,2372.0,4473.0,2791.0,2916.0
Other small states,OSS,2017,40829.7352349249,,,24767.8170282641
Pakistan,PAK,2017,,,875.0,3223.0
Panama,PAN,2017,1843.0,917.0,6865.0,1128.0
Peru,PER,2017,4032.0,2875.0,4573.0,2916.0
Philippines,PHL,2017,6621.0,,8349.0,12786.0
Palau,PLW,2017,123.0,,,
Papua New Guinea,PNG,2017,,,15.3,165.0
Poland,POL,2017,18258.0,46700.0,14083.0,9567.0
Pre-demographic dividend,PRE,2017,19761.647640556697,,18560.3727004505,24739.2610332845
